host,visited_pages,/shuttle/countdown/,/shuttle/countdown/countdown.html,/,/shuttle/missions/sts-71/mission-sts-71.html,/software/winvn/winvn.html,/shuttle/missions/sts-71/images/images.html,/shuttle/missions/missions.html,/htbin/cdt_main.pl,/shuttle/countdown/liftoff.html,/shuttle/countdown/tour.html,/shuttle/missions/sts-71/movies/movies.html,/history/apollo/apollo-13/apollo-13.html,/history/history.html,/facilities/lc39a.html,/history/apollo/apollo.html,/ksc.html,/shuttle/missions/sts-67/mission-sts-67.html,/shuttle/technology/sts-newsref/stsref-toc.html,/shuttle/missions/sts-70/mission-sts-70.html,/htbin/wais.pl,/shuttle/countdown/lps/fr.html,/history/apollo/apollo-13/apollo-13-info.html,/history/apollo/apollo-13/,/shuttle/resources/orbiters/atlantis.html,/shuttle/missions/sts-71/news/,/history/apollo/apollo-13/images/,/htbin/cdt_clock.pl,/history/apollo/apollo-11/apollo-11.html
ix-hay-ca1-24.ix.netcom.com,4,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ad15-005.compuserve.com,4,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F
gn2.getnet.com,19,T,F,T,F,F,T,F,T,T,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F
kcrw17.smc.edu,5,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F
204.212.153.234,5,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
s52.slip.ksu.edu,3,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
teseven.mi.net,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
www-d4.proxy.aol.com,50,T,T,T,T,F,T,T,F,T,F,T,T,T,F,T,T,T,F,T,T,F,T,F,F,F,F,F,T
rppp77.cofc.edu,19,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,T,F,F,T,F,F
cad118.cadvision.com,4,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
pc86.slt.tased.edu.au,2,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dial42.ppp.iastate.edu,3,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
bbuig150.unisys.com,5,T,F,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
nimbus.atmo.arizona.edu,6,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
gatekeeper.homecare.com,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ara-mac225.den.mmc.com,4,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ip152.fhu.primenet.com,3,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
world.std.com,15,T,F,F,T,F,T,T,F,F,F,F,T,T,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F
net-1-141.eden.com,8,T,F,F,T,F,F,F,T,T,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F
bowen.islandnet.com,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ix-ont4-27.ix.netcom.com,4,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
mirage.osrhe.edu,6,F,F,T,F,F,F,F,F,F,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F
dal143.computek.net,3,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
source.iconz.co.nz,2,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
alice-thurman.tenet.edu,4,F,F,F,F,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
sac1-109.calweb.com,4,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F
houston-1-9.i-link.net,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ts900-418.singnet.com.sg,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ruger-50.slip.uiuc.edu,3,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
ppp224.st.rim.or.jp,6,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F
204.120.34.71,5,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F
hosts-151.hiwaay.net,4,F,F,F,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
ix-pa8-27.ix.netcom.com,2,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
indy3.indy.net,9,T,F,T,T,F,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F
netcom16.netcom.com,14,T,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,F,T,F
ts02-ind-27.iquest.net,3,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dial2-15.midwest.net,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
x164glen.glen-net.ca,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dialup10.woodtech.com,6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
ccn.cs.dal.ca,16,T,F,F,T,F,T,T,T,T,F,T,T,T,F,T,T,F,F,F,F,T,F,F,F,F,F,T,F
ppp21.ns.net,5,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
slip14.van1.pacifier.com,3,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ip20.san-francisco2.ca.interramp.com,2,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
jfpenter.xnet.com,3,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F
147.31.254.131,4,F,F,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
turnpike08.onramp.net,4,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T
koala.melbpc.org.au,9,T,F,T,F,T,F,T,F,T,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
slipmlipsie.ca.merl.com,2,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
204.120.34.171,5,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
www-d2.proxy.aol.com,37,T,F,T,T,F,T,T,T,T,F,F,F,T,F,T,T,F,F,F,T,T,T,F,F,F,F,F,F
ppp36.compumedia.com,3,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
firefly.prairienet.org,2,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
paradise.iii.net,4,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ad04-021.compuserve.com,3,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
bradfute.vip.best.com,40,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
galactica.galactica.it,9,F,F,T,T,T,F,F,F,F,F,T,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F
ix-nas-nh1-04.ix.netcom.com,4,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ppp-nyc-1-60.ios.com,3,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
n105.coco.community.net,3,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
piweba2y.prodigy.com,42,T,T,T,T,F,T,T,T,T,F,T,F,F,F,F,T,F,F,F,T,T,F,F,F,T,F,T,F
204.191.209.4,5,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dial3-10.midwest.net,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ad08-052.compuserve.com,2,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
204.189.73.43,4,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
www-a2.proxy.aol.com,43,T,F,T,T,F,T,T,T,F,F,T,F,T,F,T,T,T,F,F,T,F,T,T,T,T,T,F,F
pm1-5.america.net,3,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
s128.phxslip4.indirect.com,2,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
pm-1-25.connectnet.com,9,T,F,F,T,F,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
alyssa.prodigy.com,82,T,T,T,T,F,T,T,T,T,F,T,T,T,F,T,T,F,T,T,T,T,F,F,T,T,F,F,T
ad01-005.compuserve.com,7,F,F,T,F,F,T,F,F,F,F,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F
dd06-019.compuserve.com,4,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
www-b4.proxy.aol.com,32,T,T,T,T,F,T,T,T,T,F,F,F,T,F,T,T,F,T,F,F,F,T,T,F,F,T,F,T
nucba.ac.jp,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ix-sd11-10.ix.netcom.com,2,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
wnet5060.slip.waikato.ac.nz,3,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
www-d1.proxy.aol.com,37,T,F,T,T,F,T,T,T,T,F,T,T,T,F,T,T,F,T,F,T,F,F,F,F,F,F,F,F
slip-ppp07.feldspar.com,2,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ad02-016.compuserve.com,2,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
moose.erie.net,7,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
prg1.prgone.com,10,T,T,F,T,F,F,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ts2_port28.planet.eon.net,2,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ix-sac6-27.ix.netcom.com,3,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
bos1f.delphi.com,2,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dynamic176-24.ip.portal.com,4,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T
selene.sol.cs.ritsumei.ac.jp,5,T,F,F,T,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
tuna.hooked.net,6,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F
line15.the-spa.com,3,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F
dialport-19.sh.lsumc.edu,3,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
204.244.4.10,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dolphin-40.netrunner.net,5,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
d49-1.cpe.melbourne.aone.net.au,3,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ip1.mind.net,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
marden.ultranet.com,2,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
zph.hip.cam.org,5,F,F,F,T,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
guest.dtc.net,5,T,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F
viking.cris.com,3,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
oahu-54.u.aloha.net,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F
200.10.239.205,3,F,F,T,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F
ts02-ind-20.iquest.net,4,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,F
zzsbtafe.slip.cc.uq.oz.au,4,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
fractal.mech.tohoku.ac.jp,6,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
earthlink.mpx.com.au,5,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
ix-lv4-11.ix.netcom.com,3,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
winnie.freenet.mb.ca,31,T,F,T,T,F,F,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,T,F
ip4.mind.net,2,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
also.hooked.net,5,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
dorsai.dorsai.org,5,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
brother.cc.monash.edu.au,5,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F
205.216.162.24,4,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
steinhardt.hep.upenn.edu,12,F,F,F,F,F,F,T,F,F,F,F,T,F,T,T,F,F,F,F,F,F,T,F,F,F,T,F,F
ip36.herndon2.va.interramp.com,2,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
crc1.cris.com,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
refugee.phx.primenet.com,8,F,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
slcmodem1-p1-6.intele.net,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ix-nyc9-27.ix.netcom.com,3,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F
156.42.141.48,3,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
barney.bendnet.com,4,F,F,F,T,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F
204.134.97.29,3,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ppp199.aix.or.jp,10,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
indy1.indy.net,11,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
cs3p3.ipswichcity.qld.gov.au,11,T,T,F,T,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F
axia.ic.nanzan-u.ac.jp,5,T,F,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
ppp12.quiknet.com,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ts6.northcoast.com,13,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,T,F,F,T,F,F
pphil.inca.co.nz,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
edfdc0.ctis.af.mil,2,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
204.138.186.21,4,T,F,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ppp-hck-2-7.ios.com,3,T,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dynamic-214.dnai.com,3,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
198.142.12.2,3,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,T
ix-mhl-ca1-18.ix.netcom.com,4,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
slip172.rmii.com,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
watermark.helix.net,2,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
hulme-lr3-kfps-dynamic-174.stanford.edu,2,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
yhm0140.bekkoame.or.jp,3,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
freenet.edmonton.ab.ca,3,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
gpu.westonia.com,12,T,T,T,T,F,T,F,F,T,T,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F
queen.torfree.net,14,T,F,F,T,F,F,T,T,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,F,F,F
blv-pm3-ip2.halcyon.com,9,T,T,F,T,F,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
bertppp1.cybernw.com,2,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
lanz.islandnet.com,2,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dd15-016.compuserve.com,2,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ix-ftw-tx1-14.ix.netcom.com,6,T,F,F,F,F,F,T,F,F,T,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F
srv1.freenet.calgary.ab.ca,35,T,F,T,T,F,T,T,T,T,F,T,F,F,F,F,T,T,T,T,F,T,F,F,F,T,F,F,F
kitnews.kit.ac.jp,5,F,T,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
securit-ext.stlnet.com,2,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
student.physics.upenn.edu,4,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,T,F,F,T,F,F
dd14-026.compuserve.com,3,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
vagrant.vf.mmc.com,19,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,T
ix-lb6-12.ix.netcom.com,3,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
131.112.168.40,4,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ppp31.texoma.com,2,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
www-b1.proxy.aol.com,58,T,F,T,T,F,T,T,T,T,F,T,T,T,T,T,T,F,F,F,F,T,T,T,T,T,T,T,T
ip-pdx3-15.teleport.com,5,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
cl1-p3.chatlink.com,3,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
sneaker.oregoncoast.com,2,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
anarky.stsci.edu,3,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
schmee.mv.com,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
nb-219.bmi.net,5,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
camus.mty.itesm.mx,2,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
sudial-155.syr.edu,5,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,F,F
dialup-4-6.gw.umn.edu,4,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
dyn1-039.cc.umanitoba.ca,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F
spectrum.xerox.com,4,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
142.31.49.194,7,T,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F
slip01.cariboo.bc.ca,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
204.137.204.229,3,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
gabriola.islandnet.com,2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
svr1.daiyon-jhs.maebashi.gunma.jp,5,T,T,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
dd09-038.compuserve.com,2,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
eric.njcc.com,6,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,T,T,F,F,F,F,F
oncomdis.on.ca,5,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
spc.kcbbs.gen.nz,2,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
202.33.84.238,5,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
rd-p9.supernet.ab.ca,7,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
ip-pdx5-52.teleport.com,2,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ppp20.ns.net,6,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T
kcullitoppp.oc.com,6,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F
ttyu5.tyrell.net,8,F,F,F,F,F,F,T,F,F,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F
ip-pdx3-24.teleport.com,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ix-lb6-09.ix.netcom.com,3,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
asd05-07.dial.xs4all.nl,3,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F
199.106.6.38,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ppp33.texoma.com,2,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
b01.dial.twics.com,3,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ix-ir5-25.ix.netcom.com,5,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T
gluon.remote.ualberta.ca,22,T,F,T,F,F,T,T,T,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,T
ix-mod-ca1-23.ix.netcom.com,6,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
nntp1.reach.com,3,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T
damac5.ucsf.edu,5,T,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
