129.188.154.200,1.0,GET,/shuttle/missions/sts-71/,3373,200,1995-07-01,00:10:23,1995,7,1,0,10,23
ix-dfw13-20.ix.netcom.com,1.0,GET,/shuttle/countdown/liftoff.html,4538,200,1995-07-01,00:10:23,1995,7,1,0,10,23
205.157.131.144,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:10:28,1995,7,1,0,10,28
129.188.154.200,1.0,GET,/shuttle/missions/sts-71/images/,16890,200,1995-07-01,00:10:29,1995,7,1,0,10,29
www-d3.proxy.aol.com,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:10:32,1995,7,1,0,10,32
ppp4.sunrem.com,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:10:34,1995,7,1,0,10,34
129.94.144.152,1.0,GET,/shuttle/missions/51-l/51-l-info.html,1387,200,1995-07-01,00:10:39,1995,7,1,0,10,39
ppp-mia-53.shadow.net,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:10:40,1995,7,1,0,10,40
ix-tam1-26.ix.netcom.com,1.0,GET,/,7074,200,1995-07-01,00:10:43,1995,7,1,0,10,43
taiki4.envi.osakafu-u.ac.jp,1.0,GET,/ksc.html,7074,200,1995-07-01,00:10:45,1995,7,1,0,10,45
dynip38.efn.org,1.0,GET,/software/,689,200,1995-07-01,00:10:51,1995,7,1,0,10,51
dynip38.efn.org,1.0,GET,/software/winvn/,2244,200,1995-07-01,00:11:02,1995,7,1,0,11,2
dnet018.sat.texas.net,1.0,GET,/history/apollo/apollo-13/apollo-13-info.html,1583,200,1995-07-01,00:11:13,1995,7,1,0,11,13
ottgate2.bnr.ca,1.0,GET,/htbin/cdt_main.pl,3214,200,1995-07-01,00:11:14,1995,7,1,0,11,14
129.188.154.200,1.0,GET,/shuttle/missions/,12283,200,1995-07-01,00:11:15,1995,7,1,0,11,15
slip1.kias.com,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:11:19,1995,7,1,0,11,19
news.ti.com,1.0,GET,/shuttle/missions/100th.html,32303,200,1995-07-01,00:11:19,1995,7,1,0,11,19
ppp3_136.bekkoame.or.jp,1.0,GET,/,7074,200,1995-07-01,00:11:21,1995,7,1,0,11,21
204.19.123.36,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:11:23,1995,7,1,0,11,23
ad11-010.compuserve.com,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:11:24,1995,7,1,0,11,24
www-a1.proxy.aol.com,1.0,GET,/facilities/tour.html,3723,200,1995-07-01,00:11:24,1995,7,1,0,11,24
156.151.176.30,1.0,GET,/shuttle/missions/sts-71/movies/movies.html,3092,200,1995-07-01,00:11:27,1995,7,1,0,11,27
pm28.sonic.net,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:11:27,1995,7,1,0,11,27
205.157.131.144,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:11:28,1995,7,1,0,11,28
dnet018.sat.texas.net,1.0,GET,/history/apollo/apollo-13/movies/,945,200,1995-07-01,00:11:29,1995,7,1,0,11,29
pipe6.nyc.pipeline.com,1.0,GET,/shuttle/missions/sts-71/movies/movies.html,3092,200,1995-07-01,00:11:32,1995,7,1,0,11,32
piweba1y.prodigy.com,1.0,GET,/,7074,200,1995-07-01,00:11:33,1995,7,1,0,11,33
dynip38.efn.org,1.0,GET,/software/winvn/release.txt,23052,200,1995-07-01,00:11:36,1995,7,1,0,11,36
ix-tam1-26.ix.netcom.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:11:36,1995,7,1,0,11,36
129.188.154.200,1.0,GET,/shuttle/,957,200,1995-07-01,00:11:37,1995,7,1,0,11,37
204.120.76.119,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:11:38,1995,7,1,0,11,38
ottgate2.bnr.ca,1.0,GET,/shuttle/countdown/count.html,73231,200,1995-07-01,00:11:42,1995,7,1,0,11,42
leet.cts.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:11:45,1995,7,1,0,11,45
129.188.154.200,1.0,GET,/shuttle/movies/,602,200,1995-07-01,00:11:48,1995,7,1,0,11,48
